Mots
Occurrence
i,36
précédemment,1
dans,19
breaking,1
bad,1
la,52
présence,1
de,67
gale,5
il,74
ne,32
convient,1
pas,53
ça,35
roule,1
associé,2
me,33
remplace,1
vous,103
semblez,1
avoir,6
un,42
problème,5
avec,9
deux,11
mes,4
employés,1
est,78
vrai,3
qu,16
ils,18
ont,6
tué,1
vos,3
associés,1
forcent,1
gosse,1
ans,2
à,46
tuer,7
leur,3
place,2
fini,3
les,24
enfants,2
compris,2
mamie,1
quelle,3
horreur,1
enfuis,1
toi,7
rebonjour,1
on,27
n,12
en,36
retard,1
j,32
espère,1
non,15
au,13
contraire,2
stan,1
je,103
présente,1
mon,17
mari,1
walt,4
enchanté,1
moi,15
même,5
laboratoires,1
sandia,1
oui,10
paraît,2
que,32
des,15
choses,3
fascinantes,1
s,13
y,18
passent,1
savez,2
travaillez,1
sur,9
quoi,4
lasers,2
spatiaux,2
géants,2
parie,1
honnêtement,1
métier,2
totalement,1
rasoir,1
mais,21
a,30
l,34
air,2
génial,1
proposerai,1
idée,1
réunion,3
tant,2
touche,1
ma,7
part,3
marché,1
conclu,1
alors,7
ce,19
t,16
penses,1
tu,23
veux,2
visiter,1
vais,11
laisser,2
entre,3
voiture,5
passer,2
quelques,2
appels,2
prenez,3
votre,9
temps,5
gentil,1
comme,11
type,2
envahissant,1
donc,4
peux,7
le,52
constater,1
bonnes,1
vibrations,1
c,49
grand,1
salon,1
et,23
là,15
salle,2
manger,3
d,21
accord,2
une,25
piscine,1
sympa,1
jardin,1
peu,3
trop,4
petit,5
comptoir,1
plutôt,2
mal,1
enfin,3
voilà,4
cuisine,1
très,8
spacieuse,1
elle,8
bien,16
équipée,1
combien,3
chambres,2
trois,3
te,6
ai,20
déjà,4
dit,6
elles,1
sont,4
assez,4
grandes,1
première,3
autres,3
fond,1
seulement,2
nous,14
faudra,1
cinq,2
moins,1
crois,5
donner,2
naissance,1
portée,1
tout,13
devrait,2
aura,3
besoin,5
chambre,1
guise,1
bureau,2
pour,23
puisse,1
travailler,2
écrire,2
sera,3
cave,2
vin,2
avisé,1
vivre,1
sans,5
drôle,2
faut,3
viser,1
haut,1
plus,21
bon,10
quartier,1
école,1
primaire,1
lycée,1
aussi,5
assure,1
cherché,1
absolument,2
partout,1
notre,1
budget,2
mieux,2
augmentons,1
vraiment,2
pourquoi,7
acheter,1
cette,3
maison,1
si,19
doit,2
déménager,1
vite,7
as,8
gagné,1
loto,1
dire,6
suis,19
sérieux,1
allez,6
se,14
montrer,1
prudents,1
avons,1
bel,1
avenir,2
devant,1
sous,2
titres,2
kevin,1
michvanilly,1
tyno,1
www,2
eu,3
seriessub,1
com,1
walter,4
voyez,2
vois,1
veuillez,1
sortir,1
diriger,1
vers,1
après,5
garanties,1
pourrais,4
depuis,3
où,10
peut,11
rassurer,1
avez,8
chômé,1
levez,1
bras,2
plaît,2
dormi,1
jeudi,1
passé,1
nuit,2
nettoyer,1
sommeil,1
précieux,1
vouliez,2
demi,1
mesures,1
mots,1
sujets,1
interprétation,1
fait,10
réparer,3
encore,4
devriez,1
faire,13
voyons,1
abord,1
comment,2
passe,1
état,2
détérioré,1
pardon,1
santé,3
empiré,1
sache,1
bourdonnement,1
oreilles,1
lumière,1
entendez,1
voix,1
merci,4
évidence,1
aucune,1
personne,2
saine,1
esprit,1
aurait,2
agi,1
expliquez,1
allait,1
tirer,2
dessus,1
intervenu,2
junkie,2
rien,7
êtes,10
lui,19
mettant,1
tous,4
danger,1
méprisable,1
qui,2
pu,3
maîtriser,1
heures,1
exact,1
était,5
colère,1
parce,1
dealers,1
venaient,1
garçon,1
appris,1
dû,2
m,14
occuper,1
eux,2
être,7
pensé,1
ordre,2
venait,1
train,1
demander,2
donné,1
enfant,1
demanderais,1
jamais,6
trouve,3
pinkman,9
difficile,1
autre,3
fuseau,1
horaire,1
sûrement,3
saurais,1
argent,6
vie,4
sait,2
rester,2
mobile,1
trouverez,2
doute,2
coup,2
sauvé,2
devais,1
maintenant,2
toujours,4
paru,1
homme,2
pragmatique,1
aimerais,2
examiner,1
solutions,1
restantes,1
semble,1
solution,4
tuez,1
apparemment,2
facilité,1
tâche,1
pouvez,2
aucun,2
témoin,1
puis,2
semaines,1
ou,4
mois,1
suivants,1
rechercher,1
jesse,6
manoeuvre,2
absurde,1
selon,1
deuxième,2
continue,1
production,2
oublions,2
cet,2
incident,1
considérons,1
accroc,1
arrangement,1
long,1
fructueux,1
préfère,1
faudrait,1
nouvel,1
assistant,2
trouverai,1
rapidement,2
fois,2
choisis,1
faites,3
sérieusement,2
content,2
voir,6
revenu,1
met,1
certainement,1
travail,1
rhinocéros,1
ferait,1
animal,1
compagnie,1
appelais,1
viendrait,1
courant,1
ses,3
grands,1
sabots,1
es,6
bête,1
papa,2
renverserait,1
son,4
gros,2
nez,3
corne,1
ah,2
apprends,1
tellement,1
tiens,2
puce,2
vieux,2
ballons,1
viens,1
maman,1
laisse,1
attendre,1
revoir,3
pitié,1
chow,1
truc,2
dieu,1
gardent,2
prisonnier,2
fais,6
veulent,1
obliger,1
dis,6
volent,1
produits,1
chimiques,1
arrêter,3
affaires,1
femme,1
bas,2
mademoiselle,1
demande,2
conduire,4
douée,1
volant,1
permis,1
confiance,3
camry,1
parfait,1
camions,1
seront,2
demain,1
matin,1
aube,1
recommande,1
vivement,1
répondre,1
nos,1
hôpital,1
va,6
sa,5
chaussure,1
franchi,1
frontière,1
laredo,1
envoyé,1
leurs,1
meilleurs,1
hommes,1
agit,2
du,4
cartel,1
cherchent,1
faille,1
sûr,2
trouvé,2
mène,1
enquête,1
referme,1
parti,1
prêt,3
retirer,1
masque,1
reste,4
quand,7
nouveau,1
ennuis,1
remplacez,1
désolé,5
ira,2
vont,2
calmer,1
inquiétez,1
accuser,1
lacunes,1
intention,1
déroule,1
perfection,1
désormais,1
super,1
soit,2
façon,1
appliquer,1
lettre,1
simple,2
compter,1
aujourd,1
hui,1
apprenez,1
ravi,1
fring,1
aurais,1
prévenir,1
dérange,2
entrez,1
voulez,2
quelque,3
chose,4
dérangement,1
dois,4
parler,5
urgent,1
situation,2
présentait,1
voudrais,1
savoir,1
seriez,1
capable,4
reprendre,1
labo,3
par,3
présenterait,1
secteur,1
supposé,1
détail,1
évoqué,1
problèmes,2
cela,2
surprend,1
guère,1
réservé,1
quels,1
mourir,1
cancer,1
veut,2
aider,2
famille,2
faite,1
assuré,1
telle,1
question,1
refuse,1
dès,1
aborde,1
sujet,1
ait,1
entièrement,1
accepté,1
réalité,1
vouloir,1
paraître,1
insensible,1
affaire,1
tourner,1
comprends,1
investi,1
dedans,1
frais,1
engendrés,1
tels,1
fermer,1
boutique,1
semaine,1
comprenez,2
inquiétude,1
souhait,1
continuité,1
entends,1
garder,1
longtemps,1
voudra,1
admettant,1
physiquement,1
préciser,1
durée,1
préparer,2
pire,2
éventualités,2
imagine,1
préparait,1
fournées,2
ensemble,1
sentez,1
véritable,1
expert,1
cesse,1
apprendre,1
côtés,1
avis,2
collabore,1
suffire,1
suppose,1
sais,4
moment,1
venu,1
serez,1
particulière,1
purger,1
lit,1
catalytique,1
montrerai,1
arrivera,1
dites,3
voit,1
cherche,1
clients,1
comptais,1
adresse,5
quel,2
client,1
annuaire,2
retrouver,2
soyez,1
attentif,1
saul,2
localisation,2
recommencerez,1
gps,1
écoutez,1
mettons,1
aise,1
chercher,1
savons,1
prétendiez,1
perdre,1
don,1
énerver,1
règles,1
avocat,1
secret,1
professionnel,1
sacrément,1
important,1
garantis,2
balance,1
cher,1
langue,1
pendue,1
pourrait,1
balancer,2
trou,1
désert,1
finir,1
argument,1
obligez,1
briser,1
jambes,1
trouver,2
bonne,1
décision,1
disais,1
regarder,1
glace,1
empêche,2
agenda,1
bout,1
papier,1
noter,1
nom,1
lieu,1
raisons,1
strictement,1
professionnelles,1
touchez,1
quitter,1
pièce,1
nescafé,1
juste,2
protéger,1
mère,1
poule,1
blanchiment,1
avant,3
années,1
perdez,1
achète,1
station,1
lavage,1
point,1
final,1
endroit,1
adorer,1
avais,1
raison,2
nulle,1
ailleurs,1
entreprise,1
marrante,1
salons,1
massage,1
joué,1
laser,1
game,1
coeur,1
tire,1
gosses,1
autos,1
tamponneuses,1
jeux,1
arcade,1
ici,2
pointe,1
technologie,1
snack,1
vendrez,1
bière,1
aux,1
parents,1
source,1
revenus,1
tranquilles,2
appelez,1
tranquille,1
micros,1
bagnole,1
possibilité,1
suit,1
pétrin,1
foutu,1
propre,1
détective,1
privé,1
menace,1
magnum,1
menaçait,1
maniéré,1
moustache,1
loin,1
dépasse,1
censé,1
survit,1
tarifs,1
valable,1
hip,1
hop,1
gars,1
débile,1
donne,1
h,1
comprenne,1
fausse,1
discutez,1
magnez,1
cul,1
tetris,1
retrouvé,1
boulot,1
jusqu,1
tuent,1
prenne,1
pantin,2
ton,2
pose,1
beaucoup,2
questions,1
procédure,1
préparation,2
essaie,1
vague,1
possible,1
victor,3
surveille,2
écoute,2
seule,2
survie,1
méticulosité,1
connaître,1
toute,1
méthode,1
moyen,3
ferais,1
aller,1
flics,2
arrive,1
croire,1
ta,1
stups,2
adoreraient,1
vu,1
protection,1
témoins,1
plan,1
barrerai,1
sortirai,1
vécu,1
belle,1
aventure,1
surtout,1
certain,1
gus,3
permettre,1
seul,4
chimiste,2
disposition,2
pression,1
sauvera,1
tienne,1
pense,2
pouvoir,1
assurer,1
ferai,1
surveillent,1
jour,1
seconde,1
habite,1
introuvable,1
internet,1
impossible,1
lâche,1
semelle,1
pouvais,1
éloigner,1
heure,1
maquiller,1
accident,1
ouïe,1
choisir,1
sincèrement,1
unique,1
appui,1
ignorent,1
découvre,1
occupe,1
vas,3
sauver,1
mienne,1
boulevard,1
juan,3
tabo,3
appartement,2
numéro,1
chez,2
quelqu,1
voie,1
libre,1
soir,1
fera,1
noir,1
prie,4
produit,1
chimique,1
fuit,1
venir,1
suivre,1
emmener,1
vient,1
sent,1
rose,1
dessous,1
trouvez,1
fuite,1
rentre,1
obligé,2
malheureusement,1
descendez,1
préparerai,1
gratuitement,1
laissez,3
pourrai,2
comprendre,1
convaincre,1
ferme,1
donnerai,1
été,1
